pk,date,hour,venue_id,venue,home_id,home,away_id,away,home_score,away_score,total,home_sp,away_sp,home_sp_name,away_sp_name,season,home_era,away_era,home_ip,away_ip
717749,2023-06-16,23,3309,Nationals Park,120,Washington Nationals,146,Miami Marlins,5,6,11,592866,645261,Trevor Williams,Sandy Alcantara,2023,4.112,4.752,65.7,83.3
717743,2023-06-16,23,3289,Citi Field,121,New York Mets,138,St. Louis Cardinals,6,1,7,656731,571945,Tylor Megill,Miles Mikolas,2023,5.143,4.017,63.0,80.7
717742,2023-06-16,23,3,Fenway Park,111,Boston Red Sox,147,New York Yankees,15,5,20,656557,593334,Tanner Houck,Domingo Germán,2023,5.23,3.493,63.7,67.0
717745,2023-06-16,23,4705,Truist Park,144,Atlanta Braves,115,Colorado Rockies,8,1,9,694363,659275,Jared Shuster,Dinelson Lamet,2023,5.047,10.385,35.7,21.7
717741,2023-06-17,0,5325,Globe Life Field,140,Texas Rangers,141,Toronto Blue Jays,1,2,3,527048,592332,Martín Pérez,Kevin Gausman,2023,4.539,3.011,77.3,92.7
717737,2023-06-17,0,2392,Minute Maid Park,117,Houston Astros,113,Cincinnati Reds,1,2,3,641585,671096,J.P. France,Andrew Abbott,2023,3.423,,47.3,17.7
717736,2023-06-17,0,7,Kauffman Stadium,118,Kansas City Royals,108,Los Angeles Angels,0,3,3,663903,663776,Brady Singer,Patrick Sandoval,2023,6.33,3.948,69.7,70.7
717738,2023-06-17,0,3312,Target Field,142,Minnesota Twins,116,Detroit Tigers,1,7,8,657746,676684,Joe Ryan,Will Vest,2023,3.295,3.076,84.7,26.3
717740,2023-06-17,0,32,American Family Field,158,Milwaukee Brewers,134,Pittsburgh Pirates,5,4,9,527054,448179,Julio Teheran,Rich Hill,2023,1.78,4.306,30.3,77.3
717739,2023-06-17,1,15,Chase Field,109,Arizona Diamondbacks,114,Cleveland Guardians,5,1,6,668678,657053,Zac Gallen,Touki Toussaint,2023,2.956,,91.3,3.7
717732,2023-06-17,1,2680,Petco Park,135,San Diego Padres,139,Tampa Bay Rays,2,6,8,506433,663556,Yu Darvish,Shane McClanahan,2023,4.743,2.116,74.0,89.3
717735,2023-06-17,1,10,Oakland Coliseum,133,Oakland Athletics,143,Philadelphia Phillies,1,6,7,676664,592836,JP Sears,Taijuan Walker,2023,4.245,4.306,76.3,77.3
717731,2023-06-17,2,22,Dodger Stadium,119,Los Angeles Dodgers,137,San Francisco Giants,5,7,12,686218,605154,Emmet Sheehan,John Brebbia,2023,,3.14,6.0,28.7
717733,2023-06-17,2,680,T-Mobile Park,136,Seattle Mariners,145,Chicago White Sox,3,2,5,693433,656629,Bryan Woo,Michael Kopech,2023,,3.923,12.3,78.0
717728,2023-06-17,18,3312,Target Field,142,Minnesota Twins,116,Detroit Tigers,2,0,2,592254,666214,José De León,Joey Wentz,2023,,7.232,14.0,56.0
717729,2023-06-17,18,17,Wrigley Field,112,Chicago Cubs,110,Baltimore Orioles,3,2,5,657006,502043,Justin Steele,Kyle Gibson,2023,2.647,3.904,68.0,83.0
717723,2023-06-17,20,5325,Globe Life Field,140,Texas Rangers,141,Toronto Blue Jays,4,2,6,641540,670950,Dane Dunning,Trevor Richards,2023,2.761,3.3,58.7,30.0
717734,2023-06-17,20,3309,Nationals Park,120,Washington Nationals,146,Miami Marlins,2,5,7,663623,666129,Jake Irvin,Braxton Garrett,2023,5.806,4.099,31.0,63.7
717725,2023-06-17,20,10,Oakland Coliseum,133,Oakland Athletics,143,Philadelphia Phillies,2,3,5,621076,650911,James Kaprielian,Cristopher Sánchez,2023,6.886,,49.7,4.3
717727,2023-06-17,20,2392,Minute Maid Park,117,Houston Astros,113,Cincinnati Reds,3,10,13,656232,668881,Brandon Bielak,Hunter Greene,2023,4.008,4.01,42.7,67.3
717726,2023-06-17,20,7,Kauffman Stadium,118,Kansas City Royals,108,Los Angeles Angels,10,9,19,594577,656288,Mike Mayers,Griffin Canning,2023,5.062,4.556,21.3,53.3
717718,2023-06-17,20,3289,Citi Field,121,New York Mets,138,St. Louis Cardinals,3,5,8,673540,425794,Kodai Senga,Adam Wainwright,2023,3.34,5.786,64.7,37.3
717724,2023-06-17,20,4705,Truist Park,144,Atlanta Braves,115,Colorado Rockies,10,2,12,693821,657756,Bryce Elder,Connor Seabold,2023,2.688,4.696,77.0,53.7
717722,2023-06-17,20,680,T-Mobile Park,136,Seattle Mariners,145,Chicago White Sox,3,4,7,669302,608337,Logan Gilbert,Lucas Giolito,2023,4.378,3.541,74.0,81.3
717720,2023-06-17,20,32,American Family Field,158,Milwaukee Brewers,134,Pittsburgh Pirates,5,0,5,489119,656605,Wade Miley,Mitch Keller,2023,3.672,3.414,41.7,87.0
717717,2023-06-17,23,2680,Petco Park,135,San Diego Padres,139,Tampa Bay Rays,2,0,2,605483,621107,Blake Snell,Zach Eflin,2023,3.783,3.28,69.0,71.3
717721,2023-06-18,1,22,Dodger Stadium,119,Los Angeles Dodgers,137,San Francisco Giants,0,15,15,676272,622072,Bobby Miller,Alex Wood,2023,2.826,4.114,28.7,35.0
717719,2023-06-18,2,15,Chase Field,109,Arizona Diamondbacks,114,Cleveland Guardians,6,3,9,674072,669456,Tommy Henry,Shane Bieber,2023,4.661,3.505,56.0,95.0
717708,2023-06-18,17,17,Wrigley Field,112,Chicago Cubs,110,Baltimore Orioles,3,6,9,592791,665152,Jameson Taillon,Dean Kremer,2023,6.703,4.737,48.3,76.0
717716,2023-06-18,17,4705,Truist Park,144,Atlanta Braves,115,Colorado Rockies,14,6,20,450203,502624,Charlie Morton,Chase Anderson,2023,3.6,2.725,75.0,36.3
717714,2023-06-18,17,3309,Nationals Park,120,Washington Nationals,146,Miami Marlins,2,4,6,571578,666200,Patrick Corbin,Jesús Luzardo,2023,4.805,4.172,78.7,77.7
717730,2023-06-18,17,3,Fenway Park,111,Boston Red Sox,147,New York Yankees,6,2,8,672391,657376,Kaleb Ort,Clarke Schmidt,2023,,4.701,15.3,67.0
717715,2023-06-18,23,3,Fenway Park,111,Boston Red Sox,147,New York Yankees,4,1,5,678394,622663,Brayan Bello,Luis Severino,2023,3.783,6.48,52.3,25.0
717713,2023-06-18,17,3289,Citi Field,121,New York Mets,138,St. Louis Cardinals,7,8,15,471911,669461,Carlos Carrasco,Matthew Liberatore,2023,5.707,5.143,41.0,21.0
717707,2023-06-18,18,2392,Minute Maid Park,117,Houston Astros,113,Cincinnati Reds,7,9,16,669854,596133,Ronel Blanco,Luke Weaver,2023,3.857,6.231,23.3,52.0
717712,2023-06-18,18,7,Kauffman Stadium,118,Kansas City Royals,108,Los Angeles Angels,2,5,7,425844,542881,Zack Greinke,Tyler Anderson,2023,4.647,5.796,71.7,63.7
717711,2023-06-18,18,3312,Target Field,142,Minnesota Twins,116,Detroit Tigers,4,6,10,686973,676684,Louis Varland,Will Vest,2023,4.703,3.076,51.7,26.3
717710,2023-06-18,18,32,American Family Field,158,Milwaukee Brewers,134,Pittsburgh Pirates,5,2,7,642547,682847,Freddy Peralta,Luis Ortiz,2023,4.735,4.636,70.3,33.0
717709,2023-06-18,18,5325,Globe Life Field,140,Texas Rangers,141,Toronto Blue Jays,11,7,18,592351,605135,Jon Gray,Chris Bassitt,2023,2.321,4.024,73.7,85.0
717705,2023-06-18,20,10,Oakland Coliseum,133,Oakland Athletics,143,Philadelphia Phillies,2,3,5,663687,554430,Hogan Harris,Zack Wheeler,2023,4.836,3.841,22.3,82.0
717706,2023-06-18,20,15,Chase Field,109,Arizona Diamondbacks,114,Cleveland Guardians,3,12,15,605200,676440,Zach Davies,Tanner Bibee,2023,5.464,3.91,28.0,48.3
717702,2023-06-18,20,22,Dodger Stadium,119,Los Angeles Dodgers,137,San Francisco Giants,3,7,10,664062,657277,Tony Gonsolin,Logan Webb,2023,1.929,3.153,46.7,91.3
717703,2023-06-18,20,2680,Petco Park,135,San Diego Padres,139,Tampa Bay Rays,5,4,9,605397,630023,Joe Musgrove,Yonny Chirinos,2023,4.373,2.348,47.3,38.3
717704,2023-06-18,20,680,T-Mobile Park,136,Seattle Mariners,145,Chicago White Sox,5,1,6,682243,458681,Bryce Miller,Lance Lynn,2023,4.06,6.75,44.3,77.3
717699,2023-06-19,20,3309,Nationals Park,120,Washington Nationals,138,St. Louis Cardinals,6,8,14,680686,656427,Josiah Gray,Jack Flaherty,2023,3.19,4.643,79.0,73.7
717692,2023-06-19,22,2394,Comerica Park,116,Detroit Tigers,118,Kansas City Royals,6,4,10,681857,543475,Reese Olson,Jordan Lyles,2023,,6.891,13.3,79.7
717700,2023-06-19,22,4169,loanDepot park,146,Miami Marlins,141,Toronto Blue Jays,11,0,11,663773,621244,Bryan Hoeing,José Berríos,2023,3.115,3.282,26.0,85.0
717698,2023-06-19,23,31,PNC Park,134,Pittsburgh Pirates,112,Chicago Cubs,0,8,8,674370,592767,Osvaldo Bido,Drew Smyly,2023,,3.592,4.0,77.7
717701,2023-06-19,23,2602,Great American Ball Park,113,Cincinnati Reds,115,Colorado Rockies,5,4,9,682227,596295,Brandon Williamson,Austin Gomber,2023,5.4,7.29,31.7,66.7
717693,2023-06-19,23,3312,Target Field,142,Minnesota Twins,111,Boston Red Sox,3,9,12,641154,572020,Pablo López,James Paxton,2023,4.269,3.094,84.3,32.0
717694,2023-06-20,0,2392,Minute Maid Park,117,Houston Astros,121,New York Mets,1,11,12,686613,453286,Hunter Brown,Max Scherzer,2023,3.778,4.036,81.0,64.7
717695,2023-06-20,0,4,Guaranteed Rate Field,145,Chicago White Sox,140,Texas Rangers,2,5,7,621383,571760,Tanner Banks,Andrew Heaney,2023,,3.982,15.3,72.3
717696,2023-06-20,0,32,American Family Field,158,Milwaukee Brewers,109,Arizona Diamondbacks,1,9,10,669203,518876,Corbin Burnes,Merrill Kelly,2023,3.959,2.9,88.7,90.0
717697,2023-06-20,1,2395,Oracle Park,137,San Francisco Giants,135,San Diego Padres,7,4,11,676254,608379,Ryan Walker,Michael Wacha,2023,,2.901,16.3,80.7
717681,2023-06-20,22,2394,Comerica Park,116,Detroit Tigers,118,Kansas City Royals,0,1,1,547179,663738,Michael Lorenzen,Daniel Lynch IV,2023,4.227,5.786,66.0,23.3
717687,2023-06-20,22,12,Tropicana Field,139,Tampa Bay Rays,110,Baltimore Orioles,6,8,14,607192,680694,Tyler Glasnow,Kyle Bradish,2023,3.429,3.9,21.0,60.0
717689,2023-06-20,22,2681,Citizens Bank Park,143,Philadelphia Phillies,144,Atlanta Braves,2,4,6,624133,675911,Ranger Suarez,Spencer Strider,2023,3.823,4.119,37.7,78.7
717690,2023-06-20,22,4169,loanDepot park,146,Miami Marlins,141,Toronto Blue Jays,0,2,2,691587,579328,Eury Pérez,Yusei Kikuchi,2023,1.8,4.31,35.0,71.0
717686,2023-06-20,23,31,PNC Park,134,Pittsburgh Pirates,112,Chicago Cubs,0,4,4,670912,573186,Johan Oviedo,Marcus Stroman,2023,4.401,2.455,75.7,91.7
717691,2023-06-20,23,3309,Nationals Park,120,Washington Nationals,138,St. Louis Cardinals,3,9,12,669022,656756,MacKenzie Gore,Jordan Montgomery,2023,3.737,3.906,74.7,78.3
717684,2023-06-20,23,3313,Yankee Stadium,147,New York Yankees,136,Seattle Mariners,3,1,4,543037,669923,Gerrit Cole,George Kirby,2023,2.749,3.236,91.7,80.7
717685,2023-06-20,23,2602,Great American Ball Park,113,Cincinnati Reds,115,Colorado Rockies,8,6,14,594902,663562,Ben Lively,Noah Davis,2023,4.071,,42.0,11.7
717679,2023-06-20,23,5,Progressive Field,114,Cleveland Guardians,133,Oakland Athletics,3,2,5,650644,686610,Aaron Civale,Ken Waldichuk,2023,2.667,6.637,27.0,59.7
717683,2023-06-20,23,3312,Target Field,142,Minnesota Twins,111,Boston Red Sox,4,10,14,641927,676710,Bailey Ober,Kutter Crawford,2023,2.653,4.205,57.7,40.7
717682,2023-06-21,0,2392,Minute Maid Park,117,Houston Astros,121,New York Mets,4,2,6,664285,434378,Framber Valdez,Justin Verlander,2023,2.273,4.5,99.0,52.0
717675,2023-06-21,0,4,Guaranteed Rate Field,145,Chicago White Sox,140,Texas Rangers,7,6,13,656302,543135,Dylan Cease,Nathan Eovaldi,2023,4.219,2.799,85.3,99.7
717680,2023-06-21,0,32,American Family Field,158,Milwaukee Brewers,109,Arizona Diamondbacks,7,5,12,607067,669194,Colin Rea,Ryne Nelson,2023,4.883,5.306,62.7,76.3
717688,2023-06-21,1,2395,Oracle Park,137,San Francisco Giants,135,San Diego Padres,4,3,7,543101,607625,Anthony DeSclafani,Seth Lugo,2023,4.375,3.857,84.3,46.7
717678,2023-06-21,2,1,Angel Stadium,108,Los Angeles Angels,119,Los Angeles Dodgers,0,2,2,672282,477132,Reid Detmers,Clayton Kershaw,2023,4.024,2.72,69.3,89.3
717677,2023-06-21,16,12,Tropicana Field,139,Tampa Bay Rays,110,Baltimore Orioles,7,2,9,671737,669330,Taj Bradley,Tyler Wells,2023,4.186,3.196,43.0,81.7
717676,2023-06-21,16,4169,loanDepot park,146,Miami Marlins,141,Toronto Blue Jays,3,6,9,645261,592332,Sandy Alcantara,Kevin Gausman,2023,4.974,3.011,88.7,92.7
717669,2023-06-21,16,2602,Great American Ball Park,113,Cincinnati Reds,115,Colorado Rockies,5,3,8,671096,656234,Andrew Abbott,Jake Bird,2023,,3.423,17.7,47.3
717671,2023-06-21,16,31,PNC Park,134,Pittsburgh Pirates,112,Chicago Cubs,3,8,11,448179,543294,Rich Hill,Kyle Hendricks,2023,4.306,2.859,77.3,28.3
717668,2023-06-21,17,2394,Comerica Park,116,Detroit Tigers,118,Kansas City Royals,9,4,13,571510,663903,Matthew Boyd,Brady Singer,2023,5.596,6.33,64.3,69.7
717670,2023-06-21,18,2392,Minute Maid Park,117,Houston Astros,121,New York Mets,10,8,18,664299,656731,Cristian Javier,Tylor Megill,2023,2.901,4.826,80.7,69.0
717672,2023-06-21,18,32,American Family Field,158,Milwaukee Brewers,109,Arizona Diamondbacks,1,5,6,527054,668678,Julio Teheran,Zac Gallen,2023,1.78,2.956,30.3,91.3
717673,2023-06-21,20,3309,Nationals Park,120,Washington Nationals,138,St. Louis Cardinals,3,0,3,592866,571945,Trevor Williams,Miles Mikolas,2023,4.5,4.362,70.0,86.7
717666,2023-06-21,23,3313,Yankee Stadium,147,New York Yankees,136,Seattle Mariners,4,2,6,666745,622491,Jhony Brito,Luis Castillo,2023,5.579,2.733,40.3,82.3
717663,2023-06-21,23,5,Progressive Field,114,Cleveland Guardians,133,Oakland Athletics,7,6,13,668909,621112,Gavin Williams,Paul Blackburn,2023,,3.484,0,20.7
717665,2023-06-21,23,3312,Target Field,142,Minnesota Twins,111,Boston Red Sox,5,4,9,543243,676477,Sonny Gray,Garrett Whitlock,2023,2.368,4.385,76.0,39.0
717667,2023-06-22,0,4,Guaranteed Rate Field,145,Chicago White Sox,140,Texas Rangers,3,6,9,656629,527048,Michael Kopech,Martín Pérez,2023,4.061,4.375,82.0,84.3
717662,2023-06-22,1,1,Angel Stadium,108,Los Angeles Angels,119,Los Angeles Dodgers,0,2,2,660271,660813,Shohei Ohtani,Brusdar Graterol,2023,3.135,2.25,89.0,32.0
717674,2023-06-22,1,2395,Oracle Park,137,San Francisco Giants,135,San Diego Padres,4,2,6,676254,506433,Ryan Walker,Yu Darvish,2023,,4.838,17.3,80.0
717847,2023-06-22,17,3309,Nationals Park,120,Washington Nationals,109,Arizona Diamondbacks,3,5,8,663623,674072,Jake Irvin,Tommy Henry,2023,5.25,4.661,36.0,56.0
717657,2023-06-22,17,2681,Citizens Bank Park,143,Philadelphia Phillies,144,Atlanta Braves,1,5,6,605400,693821,Aaron Nola,Bryce Elder,2023,4.658,2.602,94.7,83.0
717660,2023-06-22,17,5,Progressive Field,114,Cleveland Guardians,133,Oakland Athletics,6,1,7,671106,676664,Logan Allen,JP Sears,2023,3.951,4.245,54.7,76.3
717658,2023-06-22,17,3312,Target Field,142,Minnesota Twins,111,Boston Red Sox,6,0,6,657746,621057,Joe Ryan,Justin Garza,2023,3.295,,84.7,13.0
717661,2023-06-22,19,2395,Oracle Park,137,San Francisco Giants,135,San Diego Padres,0,10,10,622072,605483,Alex Wood,Blake Snell,2023,4.114,3.48,35.0,75.0
717659,2023-06-22,22,12,Tropicana Field,139,Tampa Bay Rays,118,Kansas City Royals,5,6,11,663556,621016,Shane McClanahan,Jose Cuas,2023,2.116,4.154,89.3,30.3
717654,2023-06-22,22,4169,loanDepot park,146,Miami Marlins,134,Pittsburgh Pirates,6,4,10,666129,656605,Braxton Garrett,Mitch Keller,2023,3.876,3.62,69.7,92.0
717652,2023-06-22,23,3313,Yankee Stadium,147,New York Yankees,136,Seattle Mariners,2,10,12,593334,693433,Domingo Germán,Bryan Woo,2023,4.304,,69.0,12.3
717649,2023-06-23,22,12,Tropicana Field,139,Tampa Bay Rays,118,Kansas City Royals,11,3,14,621107,425844,Zach Eflin,Zack Greinke,2023,3.259,4.813,77.3,76.7
717647,2023-06-23,22,2394,Comerica Park,116,Detroit Tigers,142,Minnesota Twins,1,4,5,666214,628317,Joey Wentz,Kenta Maeda,2023,6.823,,62.0,16.0
717650,2023-06-23,22,2602,Great American Ball Park,113,Cincinnati Reds,144,Atlanta Braves,11,10,21,596133,700363,Luke Weaver,AJ Smith-Shawver,2023,6.474,,57.0,13.3
717653,2023-06-23,22,4169,loanDepot park,146,Miami Marlins,134,Pittsburgh Pirates,1,3,4,666200,682847,Jesús Luzardo,Luis Ortiz,2023,4.088,4.301,83.7,37.7
717651,2023-06-23,23,2,Oriole Park at Camden Yards,110,Baltimore Orioles,136,Seattle Mariners,1,13,14,502043,669302,Kyle Gibson,Logan Gilbert,2023,3.944,4.311,89.0,79.3
717656,2023-06-23,23,2681,Citizens Bank Park,143,Philadelphia Phillies,121,New York Mets,5,1,6,592836,673540,Taijuan Walker,Kodai Senga,2023,4.306,3.533,77.3,71.3
717655,2023-06-23,23,3313,Yankee Stadium,147,New York Yankees,140,Texas Rangers,2,4,6,657376,641540,Clarke Schmidt,Dane Dunning,2023,4.647,2.784,71.7,64.7
717646,2023-06-23,23,14,Rogers Centre,141,Toronto Blue Jays,133,Oakland Athletics,4,5,9,605135,621076,Chris Bassitt,James Kaprielian,2023,4.162,6.382,88.7,55.0
717648,2023-06-23,23,5,Progressive Field,114,Cleveland Guardians,158,Milwaukee Brewers,1,7,8,669456,489119,Shane Bieber,Wade Miley,2023,3.505,3.279,95.0,46.7
717645,2023-06-24,0,4,Guaranteed Rate Field,145,Chicago White Sox,111,Boston Red Sox,1,3,4,608337,678394,Lucas Giolito,Brayan Bello,2023,3.412,3.273,92.3,66.0
717644,2023-06-24,0,19,Coors Field,115,Colorado Rockies,108,Los Angeles Angels,7,4,11,607536,663776,Kyle Freeland,Patrick Sandoval,2023,4.535,4.044,85.3,75.7
717642,2023-06-24,1,2680,Petco Park,135,San Diego Padres,120,Washington Nationals,13,3,16,605397,571578,Joe Musgrove,Patrick Corbin,2023,3.878,5.219,60.3,89.7
717643,2023-06-24,2,22,Dodger Stadium,119,Los Angeles Dodgers,117,Houston Astros,3,2,5,686218,641585,Emmet Sheehan,J.P. France,2023,,3.544,12.0,53.3
717641,2023-06-24,2,2395,Oracle Park,137,San Francisco Giants,109,Arizona Diamondbacks,8,5,13,657277,605200,Logan Webb,Zach Davies,2023,3.161,7.822,105.3,35.7
717637,2023-06-24,17,5381,London Stadium,138,St. Louis Cardinals,112,Chicago Cubs,1,9,10,425794,657006,Adam Wainwright,Justin Steele,2023,5.565,2.712,43.7,73.0
717628,2023-06-24,20,2,Oriole Park at Camden Yards,110,Baltimore Orioles,136,Seattle Mariners,6,4,10,665152,682243,Dean Kremer,Bryce Miller,2023,4.556,3.682,81.0,51.3
717639,2023-06-24,20,2395,Oracle Park,137,San Francisco Giants,109,Arizona Diamondbacks,7,6,13,676254,518876,Ryan Walker,Merrill Kelly,2023,,2.9,17.3,90.0
717635,2023-06-24,20,2681,Citizens Bank Park,143,Philadelphia Phillies,121,New York Mets,2,4,6,650911,453286,Cristopher Sánchez,Max Scherzer,2023,,4.036,8.3,64.7
717636,2023-06-24,20,3313,Yankee Stadium,147,New York Yankees,140,Texas Rangers,1,0,1,622663,592351,Luis Severino,Jon Gray,2023,6.3,2.961,30.0,76.0
717634,2023-06-24,20,14,Rogers Centre,141,Toronto Blue Jays,133,Oakland Athletics,7,3,10,621244,660261,José Berríos,Shintaro Fujinami,2023,3.64,10.274,89.0,37.7
717632,2023-06-24,20,12,Tropicana Field,139,Tampa Bay Rays,118,Kansas City Royals,4,9,13,630023,543475,Yonny Chirinos,Jordan Lyles,2023,2.721,6.724,43.0,85.7
717631,2023-06-24,20,2602,Great American Ball Park,113,Cincinnati Reds,144,Atlanta Braves,6,7,13,668933,694363,Graham Ashcraft,Jared Shuster,2023,6.785,4.573,65.0,41.3
717629,2023-06-24,20,4,Guaranteed Rate Field,145,Chicago White Sox,111,Boston Red Sox,5,4,9,458681,572020,Lance Lynn,James Paxton,2023,6.51,3.287,84.3,38.3
717630,2023-06-24,20,4169,loanDepot park,146,Miami Marlins,134,Pittsburgh Pirates,4,3,7,663773,674370,Bryan Hoeing,Osvaldo Bido,2023,2.7,,30.0,10.0
717625,2023-06-24,20,5,Progressive Field,114,Cleveland Guardians,158,Milwaukee Brewers,4,2,6,676440,642547,Tanner Bibee,Freddy Peralta,2023,4.05,4.598,53.3,76.3
717626,2023-06-24,23,22,Dodger Stadium,119,Los Angeles Dodgers,117,Houston Astros,8,7,15,676272,669854,Bobby Miller,Ronel Blanco,2023,2.826,4.655,28.7,29.0
717633,2023-06-24,23,2394,Comerica Park,116,Detroit Tigers,142,Minnesota Twins,3,2,5,681857,641154,Reese Olson,Pablo López,2023,,4.4,19.3,90.0
717638,2023-06-25,0,2680,Petco Park,135,San Diego Padres,120,Washington Nationals,0,2,2,663362,680686,Matt Waldron,Josiah Gray,2023,,3.425,4.7,89.3
717640,2023-06-25,1,19,Coors Field,115,Colorado Rockies,108,Los Angeles Angels,1,25,26,502624,656288,Chase Anderson,Griffin Canning,2023,5.786,3.995,42.0,65.3
717623,2023-06-25,14,5381,London Stadium,138,St. Louis Cardinals,112,Chicago Cubs,7,5,12,669461,573186,Matthew Liberatore,Marcus Stroman,2023,6.12,2.28,25.0,98.7
717621,2023-06-25,16,2394,Comerica Park,116,Detroit Tigers,142,Minnesota Twins,3,6,9,547179,641927,Michael Lorenzen,Bailey Ober,2023,4.0,2.827,72.0,63.7
717627,2023-06-25,17,2,Oriole Park at Camden Yards,110,Baltimore Orioles,136,Seattle Mariners,3,2,5,680694,669923,Kyle Bradish,George Kirby,2023,3.877,3.285,65.0,87.7
717624,2023-06-25,17,2681,Citizens Bank Park,143,Philadelphia Phillies,121,New York Mets,7,6,13,554430,471911,Zack Wheeler,Carlos Carrasco,2023,3.58,6.341,88.0,44.0
717622,2023-06-25,17,3313,Yankee Stadium,147,New York Yankees,140,Texas Rangers,5,3,8,543037,543135,Gerrit Cole,Nathan Eovaldi,2023,2.636,2.799,99.0,99.7
717617,2023-06-25,17,14,Rogers Centre,141,Toronto Blue Jays,133,Oakland Athletics,12,1,13,579328,665622,Yusei Kikuchi,Luis Medina,2023,3.974,7.008,77.0,43.7
717619,2023-06-25,17,12,Tropicana Field,139,Tampa Bay Rays,118,Kansas City Royals,3,1,4,607192,663738,Tyler Glasnow,Daniel Lynch IV,2023,4.974,4.451,25.3,30.3
717618,2023-06-25,17,2602,Great American Ball Park,113,Cincinnati Reds,144,Atlanta Braves,6,7,13,686651,450203,Levi Stoudt,Charlie Morton,2023,,3.712,7.0,80.0
717620,2023-06-25,17,4169,loanDepot park,146,Miami Marlins,134,Pittsburgh Pirates,2,0,2,691587,670912,Eury Pérez,Johan Oviedo,2023,1.537,4.298,41.0,81.7
717613,2023-06-25,17,5,Progressive Field,114,Cleveland Guardians,158,Milwaukee Brewers,4,5,9,650644,669203,Aaron Civale,Corbin Burnes,2023,2.673,3.959,33.7,88.7
717614,2023-06-25,18,4,Guaranteed Rate Field,145,Chicago White Sox,111,Boston Red Sox,4,1,5,621383,676710,Tanner Banks,Kutter Crawford,2023,,3.745,15.3,45.7
717616,2023-06-25,19,19,Coors Field,115,Colorado Rockies,108,Los Angeles Angels,4,3,7,596295,542881,Austin Gomber,Tyler Anderson,2023,7.25,5.636,72.0,68.7
717612,2023-06-25,20,2395,Oracle Park,137,San Francisco Giants,109,Arizona Diamondbacks,2,5,7,543101,669194,Anthony DeSclafani,Ryne Nelson,2023,4.375,5.306,84.3,76.3
717610,2023-06-25,20,2680,Petco Park,135,San Diego Padres,120,Washington Nationals,3,8,11,607625,669022,Seth Lugo,MacKenzie Gore,2023,3.857,4.017,46.7,80.7
717615,2023-06-25,23,22,Dodger Stadium,119,Los Angeles Dodgers,117,Houston Astros,5,6,11,664062,686613,Tony Gonsolin,Hunter Brown,2023,2.924,3.778,52.3,81.0
717611,2023-06-26,23,2,Oriole Park at Camden Yards,110,Baltimore Orioles,113,Cincinnati Reds,10,3,13,608344,682227,Cole Irvin,Brandon Williamson,2023,7.714,5.4,23.3,36.7
717607,2023-06-26,23,3289,Citi Field,121,New York Mets,158,Milwaukee Brewers,1,2,3,434378,607067,Justin Verlander,Colin Rea,2023,4.5,4.883,52.0,62.7
717609,2023-06-26,23,4705,Truist Park,144,Atlanta Braves,142,Minnesota Twins,4,1,5,675911,543243,Spencer Strider,Sonny Gray,2023,3.933,2.556,84.7,81.0
717606,2023-06-27,0,5325,Globe Life Field,140,Texas Rangers,116,Detroit Tigers,2,7,9,571760,571510,Andrew Heaney,Matthew Boyd,2023,4.385,5.451,78.0,71.0
717608,2023-06-27,1,1,Angel Stadium,108,Los Angeles Angels,145,Chicago White Sox,2,1,3,672282,656302,Reid Detmers,Dylan Cease,2023,3.773,4.04,76.3,91.3
717602,2023-06-27,1,680,T-Mobile Park,136,Seattle Mariners,120,Washington Nationals,8,4,12,622491,592866,Luis Castillo,Trevor Williams,2023,2.862,4.275,94.3,80.0
717601,2023-06-27,23,2,Oriole Park at Camden Yards,110,Baltimore Orioles,113,Cincinnati Reds,1,3,4,669330,671096,Tyler Wells,Andrew Abbott,2023,3.219,1.141,86.7,23.7
717603,2023-06-27,23,31,PNC Park,134,Pittsburgh Pirates,135,San Diego Padres,9,4,13,448179,663753,Rich Hill,Reiss Knehr,2023,4.337,,83.0,3.7
717604,2023-06-27,23,14,Rogers Centre,141,Toronto Blue Jays,137,San Francisco Giants,0,3,3,592332,676254,Kevin Gausman,Ryan Walker,2023,3.101,,98.7,19.0
717605,2023-06-27,23,3,Fenway Park,111,Boston Red Sox,146,Miami Marlins,1,10,11,676477,645261,Garrett Whitlock,Sandy Alcantara,2023,4.5,5.08,46.0,95.7
717597,2023-06-27,23,3289,Citi Field,121,New York Mets,158,Milwaukee Brewers,7,2,9,656849,527054,David Peterson,Julio Teheran,2023,8.077,1.528,39.0,35.3
717600,2023-06-27,23,4705,Truist Park,144,Atlanta Braves,142,Minnesota Twins,6,2,8,693821,657746,Bryce Elder,Joe Ryan,2023,2.4,2.979,90.0,93.7
717598,2023-06-27,23,2889,Busch Stadium,138,St. Louis Cardinals,117,Houston Astros,4,2,6,656756,664285,Jordan Montgomery,Framber Valdez,2023,3.691,2.273,85.3,99.0
717599,2023-06-28,0,5325,Globe Life Field,140,Texas Rangers,116,Detroit Tigers,8,3,11,527048,666159,Martín Pérez,Matt Manning,2023,4.284,,90.3,17.3
717596,2023-06-28,0,17,Wrigley Field,112,Chicago Cubs,143,Philadelphia Phillies,1,5,6,592791,624133,Jameson Taillon,Ranger Suarez,2023,6.903,3.176,58.7,51.0
