pk,date,hour,venue_id,venue,home_id,home,away_id,away,home_score,away_score,total,home_sp,away_sp,home_sp_name,away_sp_name,season,home_era,away_era,home_ip,away_ip
718780,2023-03-30,17,3309,Nationals Park,120,Washington Nationals,144,Atlanta Braves,2,7,9,571578,608331,Patrick Corbin,Max Fried,2023,,,0,0
718781,2023-03-30,17,3313,Yankee Stadium,147,New York Yankees,137,San Francisco Giants,5,0,5,543037,657277,Gerrit Cole,Logan Webb,2023,,,0,0
718782,2023-03-30,18,3,Fenway Park,111,Boston Red Sox,110,Baltimore Orioles,9,10,19,446372,502043,Corey Kluber,Kyle Gibson,2023,,,0,0
718777,2023-03-30,18,17,Wrigley Field,112,Chicago Cubs,158,Milwaukee Brewers,4,0,4,573186,669203,Marcus Stroman,Corbin Burnes,2023,,,0,0
718776,2023-03-30,19,12,Tropicana Field,139,Tampa Bay Rays,116,Detroit Tigers,4,0,4,663556,593958,Shane McClanahan,Eduardo Rodriguez,2023,,,0,0
718779,2023-03-30,20,5325,Globe Life Field,140,Texas Rangers,143,Philadelphia Phillies,11,7,18,594798,605400,Jacob deGrom,Aaron Nola,2023,,,0,0
718773,2023-03-30,20,2602,Great American Ball Park,113,Cincinnati Reds,134,Pittsburgh Pirates,4,5,9,668881,656605,Hunter Greene,Mitch Keller,2023,,,0,0
718772,2023-03-30,20,2889,Busch Stadium,138,St. Louis Cardinals,141,Toronto Blue Jays,9,10,19,571945,666201,Miles Mikolas,Alek Manoah,2023,,,0,0
718775,2023-03-30,20,7,Kauffman Stadium,118,Kansas City Royals,142,Minnesota Twins,0,2,2,425844,641154,Zack Greinke,Pablo López,2023,,,0,0
718774,2023-03-30,20,4169,loanDepot park,146,Miami Marlins,121,New York Mets,3,5,8,645261,453286,Sandy Alcantara,Max Scherzer,2023,,,0,0
718768,2023-03-30,23,2392,Minute Maid Park,117,Houston Astros,145,Chicago White Sox,2,3,5,664285,656302,Framber Valdez,Dylan Cease,2023,,,0,0
718778,2023-03-31,1,2680,Petco Park,135,San Diego Padres,115,Colorado Rockies,2,7,9,605483,608566,Blake Snell,Germán Márquez,2023,,,4.3,6.0
718769,2023-03-31,2,10,Oakland Coliseum,133,Oakland Athletics,108,Los Angeles Angels,2,1,3,666205,660271,Kyle Muller,Shohei Ohtani,2023,,,5.0,6.0
718770,2023-03-31,2,22,Dodger Stadium,119,Los Angeles Dodgers,109,Arizona Diamondbacks,8,2,10,628711,668678,Julio Urías,Zac Gallen,2023,,,6.0,4.7
718767,2023-03-31,2,680,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,3,0,3,622491,669456,Luis Castillo,Shane Bieber,2023,,,6.0,6.0
718771,2023-03-31,22,4169,loanDepot park,146,Miami Marlins,121,New York Mets,2,1,3,666200,656849,Jesús Luzardo,David Peterson,2023,,,0,0
718764,2023-04-01,0,2392,Minute Maid Park,117,Houston Astros,145,Chicago White Sox,6,3,9,664299,458681,Cristian Javier,Lance Lynn,2023,,,5.0,5.7
718766,2023-04-01,1,2680,Petco Park,135,San Diego Padres,115,Colorado Rockies,1,4,5,607259,607536,Nick Martinez,Kyle Freeland,2023,,,7.0,6.0
718765,2023-04-01,2,22,Dodger Stadium,119,Los Angeles Dodgers,109,Arizona Diamondbacks,1,2,3,669160,518876,Dustin May,Merrill Kelly,2023,,,7.0,3.7
718763,2023-04-01,2,680,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,4,9,13,592662,683769,Robbie Ray,Hunter Gaddis,2023,,,3.3,3.7
718760,2023-04-01,18,2392,Minute Maid Park,117,Houston Astros,145,Chicago White Sox,6,4,10,664353,608337,José Urquidy,Lucas Giolito,2023,,,0,0
718759,2023-04-01,18,2889,Busch Stadium,138,St. Louis Cardinals,141,Toronto Blue Jays,4,1,5,656427,592332,Jack Flaherty,Kevin Gausman,2023,,,0,0
718758,2023-04-01,18,17,Wrigley Field,112,Chicago Cubs,158,Milwaukee Brewers,1,3,4,657006,605540,Justin Steele,Brandon Woodruff,2023,,,0,0
718752,2023-04-01,20,5325,Globe Life Field,140,Texas Rangers,143,Philadelphia Phillies,16,3,19,543135,554430,Nathan Eovaldi,Zack Wheeler,2023,,,0,0
718753,2023-04-01,20,3309,Nationals Park,120,Washington Nationals,144,Atlanta Braves,1,7,8,680686,675911,Josiah Gray,Spencer Strider,2023,,,0,0
718762,2023-04-01,20,3313,Yankee Stadium,147,New York Yankees,137,San Francisco Giants,5,7,12,657376,502171,Clarke Schmidt,Alex Cobb,2023,,,0,0
718757,2023-04-01,20,10,Oakland Coliseum,133,Oakland Athletics,108,Los Angeles Angels,1,13,14,660261,663776,Shintaro Fujinami,Patrick Sandoval,2023,,,0,0
718761,2023-04-01,20,3,Fenway Park,111,Boston Red Sox,110,Baltimore Orioles,9,8,17,519242,665152,Chris Sale,Dean Kremer,2023,,,0,0
718756,2023-04-01,20,2602,Great American Ball Park,113,Cincinnati Reds,134,Pittsburgh Pirates,6,2,8,666157,448179,Nick Lodolo,Rich Hill,2023,,,0,0
718754,2023-04-01,20,12,Tropicana Field,139,Tampa Bay Rays,116,Detroit Tigers,12,2,14,621107,605513,Zach Eflin,Spencer Turnbull,2023,,,0,0
718751,2023-04-01,20,7,Kauffman Stadium,118,Kansas City Royals,142,Minnesota Twins,0,2,2,543475,543243,Jordan Lyles,Sonny Gray,2023,,,0,0
718755,2023-04-01,20,4169,loanDepot park,146,Miami Marlins,121,New York Mets,2,6,8,665795,656731,Edward Cabrera,Tylor Megill,2023,,,0,0
718750,2023-04-02,0,2680,Petco Park,135,San Diego Padres,115,Colorado Rockies,8,4,12,608379,570632,Michael Wacha,José Ureña,2023,,,6.0,2.3
718749,2023-04-02,1,22,Dodger Stadium,119,Los Angeles Dodgers,109,Arizona Diamondbacks,10,1,11,477132,518516,Clayton Kershaw,Madison Bumgarner,2023,,,6.0,4.0
718746,2023-04-02,1,680,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,0,2,2,669302,650644,Logan Gilbert,Aaron Civale,2023,,,6.0,7.0
718742,2023-04-02,17,12,Tropicana Field,139,Tampa Bay Rays,116,Detroit Tigers,5,1,6,605488,666214,Jeffrey Springs,Joey Wentz,2023,,,0,0
718748,2023-04-02,17,3,Fenway Park,111,Boston Red Sox,110,Baltimore Orioles,9,5,14,656557,608344,Tanner Houck,Cole Irvin,2023,,,0,0
718743,2023-04-02,17,3309,Nationals Park,120,Washington Nationals,144,Atlanta Braves,4,1,5,669022,694363,MacKenzie Gore,Jared Shuster,2023,,,0,0
718747,2023-04-02,17,3313,Yankee Stadium,147,New York Yankees,137,San Francisco Giants,6,0,6,666745,548389,Jhony Brito,Ross Stripling,2023,,,0,0
718744,2023-04-02,17,2602,Great American Ball Park,113,Cincinnati Reds,134,Pittsburgh Pirates,3,1,4,668933,592826,Graham Ashcraft,Vince Velasquez,2023,,,0,0
718741,2023-04-02,17,4169,loanDepot park,146,Miami Marlins,121,New York Mets,1,5,6,669432,673540,Trevor Rogers,Kodai Senga,2023,,,0,0
718745,2023-04-02,18,7,Kauffman Stadium,118,Kansas City Royals,142,Minnesota Twins,4,7,11,641745,657746,Brad Keller,Joe Ryan,2023,,,0,0
718740,2023-04-02,18,2392,Minute Maid Park,117,Houston Astros,145,Chicago White Sox,3,6,9,677651,605182,Luis Garcia,Mike Clevinger,2023,,,0,0
718737,2023-04-02,18,2889,Busch Stadium,138,St. Louis Cardinals,141,Toronto Blue Jays,9,4,13,656756,605135,Jordan Montgomery,Chris Bassitt,2023,,,0,0
718738,2023-04-02,18,17,Wrigley Field,112,Chicago Cubs,158,Milwaukee Brewers,5,9,14,592791,641778,Jameson Taillon,Eric Lauer,2023,,,0,0
718734,2023-04-02,20,10,Oakland Coliseum,133,Oakland Athletics,108,Los Angeles Angels,0,6,6,686610,542881,Ken Waldichuk,Tyler Anderson,2023,,,0,0
718736,2023-04-02,20,22,Dodger Stadium,119,Los Angeles Dodgers,109,Arizona Diamondbacks,1,2,3,592789,605200,Noah Syndergaard,Zach Davies,2023,,,0,0
718733,2023-04-02,20,2680,Petco Park,135,San Diego Padres,115,Colorado Rockies,3,1,4,607625,596295,Seth Lugo,Austin Gomber,2023,,,0,0
718735,2023-04-02,20,680,T-Mobile Park,136,Seattle Mariners,114,Cleveland Guardians,5,6,11,594835,615698,Marco Gonzales,Cal Quantrill,2023,,,0,0
718739,2023-04-02,23,5325,Globe Life Field,140,Texas Rangers,143,Philadelphia Phillies,2,1,3,527048,663559,Martín Pérez,Bailey Falter,2023,,,0,0
718731,2023-04-03,18,32,American Family Field,158,Milwaukee Brewers,121,New York Mets,10,0,10,642547,471911,Freddy Peralta,Carlos Carrasco,2023,,,0,0
718730,2023-04-03,19,4,Guaranteed Rate Field,145,Chicago White Sox,137,San Francisco Giants,3,12,15,656629,543101,Michael Kopech,Anthony DeSclafani,2023,,,0,0
718728,2023-04-03,22,2602,Great American Ball Park,113,Cincinnati Reds,112,Chicago Cubs,7,6,13,656818,592767,Connor Overton,Drew Smyly,2023,,,0,0
718729,2023-04-03,22,4169,loanDepot park,146,Miami Marlins,142,Minnesota Twins,1,11,12,456501,641816,Johnny Cueto,Tyler Mahle,2023,,,0,0
718732,2023-04-03,23,3309,Nationals Park,120,Washington Nationals,139,Tampa Bay Rays,2,6,8,592866,656876,Trevor Williams,Drew Rasmussen,2023,,,0,0
718725,2023-04-03,23,3313,Yankee Stadium,147,New York Yankees,143,Philadelphia Phillies,8,1,9,641482,592836,Nestor Cortes,Taijuan Walker,2023,,,0,0
718724,2023-04-03,23,3,Fenway Park,111,Boston Red Sox,134,Pittsburgh Pirates,6,7,13,676710,670912,Kutter Crawford,Johan Oviedo,2023,,,0,0
718719,2023-04-03,23,7,Kauffman Stadium,118,Kansas City Royals,141,Toronto Blue Jays,9,5,14,663903,621244,Brady Singer,José Berríos,2023,,,0,0
718727,2023-04-03,23,2889,Busch Stadium,138,St. Louis Cardinals,144,Atlanta Braves,4,8,12,663765,450203,Jake Woodford,Charlie Morton,2023,,,0,0
718726,2023-04-04,0,5325,Globe Life Field,140,Texas Rangers,110,Baltimore Orioles,0,2,2,592351,680694,Jon Gray,Kyle Bradish,2023,,,6.3,1.7
718723,2023-04-04,0,2392,Minute Maid Park,117,Houston Astros,116,Detroit Tigers,6,7,13,686613,571510,Hunter Brown,Matthew Boyd,2023,,,4.7,4.3
718721,2023-04-04,1,10,Oakland Coliseum,133,Oakland Athletics,114,Cleveland Guardians,11,12,23,621076,668676,James Kaprielian,Zach Plesac,2023,,,5.0,1.0
718722,2023-04-04,1,2680,Petco Park,135,San Diego Padres,109,Arizona Diamondbacks,5,4,9,677960,669194,Ryan Weathers,Ryne Nelson,2023,,,5.0,5.0
718720,2023-04-04,1,680,T-Mobile Park,136,Seattle Mariners,108,Los Angeles Angels,3,7,10,669923,672282,George Kirby,Reid Detmers,2023,,,4.3,4.7
718718,2023-04-04,2,22,Dodger Stadium,119,Los Angeles Dodgers,115,Colorado Rockies,13,4,17,675627,663372,Michael Grove,Ryan Feltner,2023,,,4.0,4.7
718717,2023-04-04,20,2680,Petco Park,135,San Diego Padres,109,Arizona Diamondbacks,6,8,14,506433,668678,Yu Darvish,Zac Gallen,2023,,,0,4.7
718716,2023-04-04,22,2602,Great American Ball Park,113,Cincinnati Reds,112,Chicago Cubs,5,12,17,570666,669713,Luis Cessa,Hayden Wesneski,2023,,,0,0
718714,2023-04-04,22,4169,loanDepot park,146,Miami Marlins,142,Minnesota Twins,1,0,1,645261,628317,Sandy Alcantara,Kenta Maeda,2023,,,5.7,0
718715,2023-04-04,23,3309,Nationals Park,120,Washington Nationals,139,Tampa Bay Rays,6,10,16,641771,676596,Chad Kuhl,Josh Fleming,2023,,,0,0
718710,2023-04-04,23,3313,Yankee Stadium,147,New York Yankees,143,Philadelphia Phillies,1,4,5,593334,621381,Domingo Germán,Matt Strahm,2023,,,0,1.0
718713,2023-04-04,23,3,Fenway Park,111,Boston Red Sox,134,Pittsburgh Pirates,1,4,5,601713,672710,Nick Pivetta,Roansy Contreras,2023,,,0,0
718708,2023-04-04,23,7,Kauffman Stadium,118,Kansas City Royals,141,Toronto Blue Jays,1,4,5,663460,579328,Kris Bubic,Yusei Kikuchi,2023,,,0,0
718712,2023-04-04,23,32,American Family Field,158,Milwaukee Brewers,121,New York Mets,9,0,9,489119,453286,Wade Miley,Max Scherzer,2023,,,0,6.0
718711,2023-04-04,23,2889,Busch Stadium,138,St. Louis Cardinals,144,Atlanta Braves,1,4,5,571927,689266,Steven Matz,Dylan Dodd,2023,,,0,0
718709,2023-04-05,0,5325,Globe Life Field,140,Texas Rangers,110,Baltimore Orioles,2,7,9,571760,502043,Andrew Heaney,Kyle Gibson,2023,,,2.7,12.0
718705,2023-04-05,0,2392,Minute Maid Park,117,Houston Astros,116,Detroit Tigers,3,6,9,664285,666159,Framber Valdez,Matt Manning,2023,,,12.0,5.7
718707,2023-04-05,1,10,Oakland Coliseum,133,Oakland Athletics,114,Cleveland Guardians,4,3,7,676664,669456,JP Sears,Shane Bieber,2023,,,4.7,12.0
718706,2023-04-05,1,680,T-Mobile Park,136,Seattle Mariners,108,Los Angeles Angels,11,2,13,622491,660761,Luis Castillo,José Suarez,2023,,,11.7,4.3
718703,2023-04-05,2,22,Dodger Stadium,119,Los Angeles Dodgers,115,Colorado Rockies,5,2,7,628711,608566,Julio Urías,Germán Márquez,2023,,,12.0,11.3
718704,2023-04-05,17,3309,Nationals Park,120,Washington Nationals,139,Tampa Bay Rays,2,7,9,571578,663556,Patrick Corbin,Shane McClanahan,2023,,,3.0,6.0
718699,2023-04-05,17,3313,Yankee Stadium,147,New York Yankees,143,Philadelphia Phillies,4,2,6,543037,605400,Gerrit Cole,Aaron Nola,2023,,,6.0,3.7
718701,2023-04-05,17,4169,loanDepot park,146,Miami Marlins,142,Minnesota Twins,5,2,7,666200,641154,Jesús Luzardo,Pablo López,2023,,,5.7,5.3
718697,2023-04-05,17,2889,Busch Stadium,138,St. Louis Cardinals,144,Atlanta Braves,2,5,7,571945,693821,Miles Mikolas,Bryce Elder,2023,,,3.3,0
718702,2023-04-05,17,3,Fenway Park,111,Boston Red Sox,134,Pittsburgh Pirates,1,4,5,446372,656605,Corey Kluber,Mitch Keller,2023,,,3.3,4.7
718698,2023-04-05,17,32,American Family Field,158,Milwaukee Brewers,121,New York Mets,7,6,13,669203,656849,Corbin Burnes,David Peterson,2023,,,5.0,5.0
718694,2023-04-05,18,5325,Globe Life Field,140,Texas Rangers,110,Baltimore Orioles,5,2,7,594798,680570,Jacob deGrom,Grayson Rodriguez,2023,,,3.7,0
718696,2023-04-05,18,2392,Minute Maid Park,117,Houston Astros,116,Detroit Tigers,8,2,10,664299,593958,Cristian Javier,Eduardo Rodriguez,2023,,,5.0,5.3
718695,2023-04-05,18,4,Guaranteed Rate Field,145,Chicago White Sox,137,San Francisco Giants,7,3,10,656302,657277,Dylan Cease,Logan Webb,2023,,,6.3,6.0
718689,2023-04-05,19,10,Oakland Coliseum,133,Oakland Athletics,114,Cleveland Guardians,4,6,10,666205,683769,Kyle Muller,Hunter Gaddis,2023,,,5.0,3.7
718691,2023-04-05,20,680,T-Mobile Park,136,Seattle Mariners,108,Los Angeles Angels,3,4,7,623167,660271,Chris Flexen,Shohei Ohtani,2023,,,4.0,6.0
718692,2023-04-05,23,7,Kauffman Stadium,118,Kansas City Royals,141,Toronto Blue Jays,0,3,3,425844,666201,Zack Greinke,Alek Manoah,2023,,,5.3,3.3
718690,2023-04-06,17,2394,Comerica Park,116,Detroit Tigers,111,Boston Red Sox,3,6,9,605513,519242,Spencer Turnbull,Chris Sale,2023,,,2.3,3.0
718686,2023-04-06,18,7,Kauffman Stadium,118,Kansas City Royals,141,Toronto Blue Jays,3,6,9,543475,592332,Jordan Lyles,Kevin Gausman,2023,,,5.3,6.0
718687,2023-04-06,18,4,Guaranteed Rate Field,145,Chicago White Sox,137,San Francisco Giants,6,16,22,458681,622072,Lance Lynn,Alex Wood,2023,,,5.7,0
718682,2023-04-06,20,19,Coors Field,115,Colorado Rockies,120,Washington Nationals,1,0,1,607536,680686,Kyle Freeland,Josiah Gray,2023,,,6.0,5.0
718681,2023-04-06,23,4705,Truist Park,144,Atlanta Braves,135,San Diego Padres,7,6,13,675911,605483,Spencer Strider,Blake Snell,2023,,,6.0,4.3
718683,2023-04-07,2,15,Chase Field,109,Arizona Diamondbacks,119,Los Angeles Dodgers,2,5,7,518876,669160,Merrill Kelly,Dustin May,2023,,,9.3,13.0
718693,2023-04-07,17,3289,Citi Field,121,New York Mets,146,Miami Marlins,9,3,12,656731,665795,Tylor Megill,Edward Cabrera,2023,,,5.0,4.0
718675,2023-04-07,18,17,Wrigley Field,112,Chicago Cubs,140,Texas Rangers,2,0,2,573186,543135,Marcus Stroman,Nathan Eovaldi,2023,,,6.0,5.0
718685,2023-04-07,19,2681,Citizens Bank Park,143,Philadelphia Phillies,113,Cincinnati Reds,5,2,7,554430,668881,Zack Wheeler,Hunter Greene,2023,,,4.3,3.3
718688,2023-04-07,19,2,Oriole Park at Camden Yards,110,Baltimore Orioles,147,New York Yankees,7,6,13,665152,657376,Dean Kremer,Clarke Schmidt,2023,,,3.0,3.3
718677,2023-04-07,20,5,Progressive Field,114,Cleveland Guardians,136,Seattle Mariners,3,5,8,650644,669302,Aaron Civale,Logan Gilbert,2023,,,7.0,6.0
718684,2023-04-07,20,3312,Target Field,142,Minnesota Twins,117,Houston Astros,3,2,5,543243,664353,Sonny Gray,José Urquidy,2023,,,5.0,4.0
718679,2023-04-07,20,31,PNC Park,134,Pittsburgh Pirates,145,Chicago White Sox,13,9,22,448179,608337,Rich Hill,Lucas Giolito,2023,,,5.0,5.0
718680,2023-04-07,20,2395,Oracle Park,137,San Francisco Giants,118,Kansas City Royals,1,3,4,502171,641745,Alex Cobb,Brad Keller,2023,,,3.7,4.7
718678,2023-04-07,22,12,Tropicana Field,139,Tampa Bay Rays,133,Oakland Athletics,9,5,14,621107,686610,Zach Eflin,Ken Waldichuk,2023,,,5.0,5.7
718676,2023-04-07,23,4705,Truist Park,144,Atlanta Braves,135,San Diego Padres,4,5,9,694363,607259,Jared Shuster,Nick Martinez,2023,,,4.7,7.0
718674,2023-04-08,0,32,American Family Field,158,Milwaukee Brewers,138,St. Louis Cardinals,4,0,4,605540,656427,Brandon Woodruff,Jack Flaherty,2023,,,11.3,10.0
718673,2023-04-08,0,19,Coors Field,115,Colorado Rockies,120,Washington Nationals,5,10,15,570632,669022,José Ureña,MacKenzie Gore,2023,,,5.0,11.3
718670,2023-04-08,1,1,Angel Stadium,108,Los Angeles Angels,141,Toronto Blue Jays,3,4,7,663776,605135,Patrick Sandoval,Chris Bassitt,2023,,,11.0,9.3
718671,2023-04-08,1,15,Chase Field,109,Arizona Diamondbacks,119,Los Angeles Dodgers,6,3,9,518516,477132,Madison Bumgarner,Clayton Kershaw,2023,,,8.7,12.0
718666,2023-04-08,18,3312,Target Field,142,Minnesota Twins,117,Houston Astros,9,6,15,657746,677651,Joe Ryan,Luis Garcia,2023,,,6.0,5.0
718672,2023-04-08,20,2395,Oracle Park,137,San Francisco Giants,118,Kansas City Royals,5,6,11,640455,663903,Sean Manaea,Brady Singer,2023,,,2.0,5.0
718669,2023-04-08,20,17,Wrigley Field,112,Chicago Cubs,140,Texas Rangers,10,3,13,657006,527048,Justin Steele,Martín Pérez,2023,,,6.0,5.7
718668,2023-04-08,20,2681,Citizens Bank Park,143,Philadelphia Phillies,113,Cincinnati Reds,3,2,5,663559,666157,Bailey Falter,Nick Lodolo,2023,,,5.3,5.0
718667,2023-04-08,20,2394,Comerica Park,116,Detroit Tigers,111,Boston Red Sox,5,14,19,666214,656557,Joey Wentz,Tanner Houck,2023,,,5.3,5.0
718665,2023-04-08,20,12,Tropicana Field,139,Tampa Bay Rays,133,Oakland Athletics,11,0,11,605488,660261,Jeffrey Springs,Shintaro Fujinami,2023,,,6.0,2.3
718661,2023-04-08,20,3289,Citi Field,121,New York Mets,146,Miami Marlins,5,2,7,673540,669432,Kodai Senga,Trevor Rogers,2023,,,5.3,4.3
718663,2023-04-08,22,5,Progressive Field,114,Cleveland Guardians,136,Seattle Mariners,2,3,5,615698,594835,Cal Quantrill,Marco Gonzales,2023,,,4.7,5.0
718662,2023-04-08,22,31,PNC Park,134,Pittsburgh Pirates,145,Chicago White Sox,5,11,16,592826,605182,Vince Velasquez,Mike Clevinger,2023,,,4.7,5.0
718664,2023-04-08,23,2,Oriole Park at Camden Yards,110,Baltimore Orioles,147,New York Yankees,1,4,5,608344,666745,Cole Irvin,Jhony Brito,2023,,,4.0,5.0
718660,2023-04-08,23,32,American Family Field,158,Milwaukee Brewers,138,St. Louis Cardinals,0,6,6,641778,656756,Eric Lauer,Jordan Montgomery,2023,,,5.3,5.0
718659,2023-04-08,23,4705,Truist Park,144,Atlanta Braves,135,San Diego Padres,1,4,5,450203,608379,Charlie Morton,Michael Wacha,2023,,,5.3,6.0
718656,2023-04-09,0,15,Chase Field,109,Arizona Diamondbacks,119,Los Angeles Dodgers,12,8,20,605200,592789,Zach Davies,Noah Syndergaard,2023,,,9.3,10.0
718658,2023-04-09,0,19,Coors Field,115,Colorado Rockies,120,Washington Nationals,6,7,13,596295,592866,Austin Gomber,Trevor Williams,2023,,,10.7,10.3
718657,2023-04-09,1,1,Angel Stadium,108,Los Angeles Angels,141,Toronto Blue Jays,9,5,14,542881,621244,Tyler Anderson,José Berríos,2023,,,10.7,9.7
718652,2023-04-09,17,2681,Citizens Bank Park,143,Philadelphia Phillies,113,Cincinnati Reds,4,6,10,592836,656818,Taijuan Walker,Connor Overton,2023,,,4.3,4.0
718654,2023-04-09,17,2394,Comerica Park,116,Detroit Tigers,111,Boston Red Sox,1,4,5,571510,676710,Matthew Boyd,Kutter Crawford,2023,,,4.3,4.0
718655,2023-04-09,17,12,Tropicana Field,139,Tampa Bay Rays,133,Oakland Athletics,11,0,11,656876,621076,Drew Rasmussen,James Kaprielian,2023,,,6.0,5.0
718653,2023-04-09,17,31,PNC Park,134,Pittsburgh Pirates,145,Chicago White Sox,1,0,1,670912,656629,Johan Oviedo,Michael Kopech,2023,,,4.7,4.7
718651,2023-04-09,17,2,Oriole Park at Camden Yards,110,Baltimore Orioles,147,New York Yankees,3,5,8,669330,641482,Tyler Wells,Nestor Cortes,2023,,,5.0,5.0
718646,2023-04-09,17,5,Progressive Field,114,Cleveland Guardians,136,Seattle Mariners,7,6,13,668676,669923,Zach Plesac,George Kirby,2023,,,1.0,4.3
718647,2023-04-09,17,3289,Citi Field,121,New York Mets,146,Miami Marlins,2,7,9,471911,666129,Carlos Carrasco,Braxton Garrett,2023,,,4.0,3.0
718649,2023-04-09,18,3312,Target Field,142,Minnesota Twins,117,Houston Astros,1,5,6,641816,686613,Tyler Mahle,Hunter Brown,2023,,,5.0,4.7
718650,2023-04-09,18,32,American Family Field,158,Milwaukee Brewers,138,St. Louis Cardinals,6,1,7,642547,663765,Freddy Peralta,Jake Woodford,2023,,,6.0,4.3
718642,2023-04-09,18,17,Wrigley Field,112,Chicago Cubs,140,Texas Rangers,2,8,10,592791,592351,Jameson Taillon,Jon Gray,2023,,,4.0,6.3
718645,2023-04-09,19,19,Coors Field,115,Colorado Rockies,120,Washington Nationals,7,6,13,663372,641771,Ryan Feltner,Chad Kuhl,2023,,,4.7,5.0
718643,2023-04-09,20,2395,Oracle Park,137,San Francisco Giants,118,Kansas City Royals,3,1,4,543101,663460,Anthony DeSclafani,Kris Bubic,2023,,,6.0,5.0
718644,2023-04-09,20,1,Angel Stadium,108,Los Angeles Angels,141,Toronto Blue Jays,11,12,23,672282,579328,Reid Detmers,Yusei Kikuchi,2023,,,4.7,5.0
718639,2023-04-09,20,15,Chase Field,109,Arizona Diamondbacks,119,Los Angeles Dodgers,11,6,17,669194,675627,Ryne Nelson,Michael Grove,2023,,,5.0,4.0
718648,2023-04-09,23,4705,Truist Park,144,Atlanta Braves,135,San Diego Padres,2,10,12,689266,607625,Dylan Dodd,Seth Lugo,2023,,,5.0,7.0
718640,2023-04-10,18,3312,Target Field,142,Minnesota Twins,145,Chicago White Sox,3,4,7,628317,656302,Kenta Maeda,Dylan Cease,2023,,,5.0,11.3
718637,2023-04-10,22,5,Progressive Field,114,Cleveland Guardians,147,New York Yankees,3,2,5,669456,593334,Shane Bieber,Domingo Germán,2023,,,12.0,4.7
718635,2023-04-10,22,2,Oriole Park at Camden Yards,110,Baltimore Orioles,133,Oakland Athletics,5,1,6,502043,676664,Kyle Gibson,JP Sears,2023,,,12.0,4.7
718632,2023-04-10,22,31,PNC Park,134,Pittsburgh Pirates,117,Houston Astros,2,8,10,672710,664285,Roansy Contreras,Framber Valdez,2023,,,5.7,12.0
718638,2023-04-10,22,12,Tropicana Field,139,Tampa Bay Rays,111,Boston Red Sox,1,0,1,656222,601713,Jalen Beeks,Nick Pivetta,2023,,,3.0,5.0
718633,2023-04-10,22,2681,Citizens Bank Park,143,Philadelphia Phillies,146,Miami Marlins,15,3,18,621381,645261,Matt Strahm,Sandy Alcantara,2023,,,5.0,14.7
718634,2023-04-10,23,3289,Citi Field,121,New York Mets,135,San Diego Padres,5,0,5,453286,506433,Max Scherzer,Yu Darvish,2023,,,11.3,5.0
718636,2023-04-10,23,4705,Truist Park,144,Atlanta Braves,113,Cincinnati Reds,5,4,9,693821,668933,Bryce Elder,Graham Ashcraft,2023,,,6.0,7.0
718628,2023-04-10,23,17,Wrigley Field,112,Chicago Cubs,136,Seattle Mariners,3,2,5,592767,622491,Drew Smyly,Luis Castillo,2023,,,4.7,11.7
718630,2023-04-11,0,5325,Globe Life Field,140,Texas Rangers,118,Kansas City Royals,11,2,13,571760,425844,Andrew Heaney,Zack Greinke,2023,,,7.7,16.3
718629,2023-04-11,0,19,Coors Field,115,Colorado Rockies,138,St. Louis Cardinals,7,4,11,608566,571927,Germán Márquez,Steven Matz,2023,,,16.3,11.0
718631,2023-04-11,1,1,Angel Stadium,108,Los Angeles Angels,120,Washington Nationals,4,6,10,660761,571578,José Suarez,Patrick Corbin,2023,,,8.3,14.0
718627,2023-04-11,1,15,Chase Field,109,Arizona Diamondbacks,158,Milwaukee Brewers,3,0,3,668678,489119,Zac Gallen,Wade Miley,2023,,,17.7,11.0
718641,2023-04-11,1,2395,Oracle Park,137,San Francisco Giants,119,Los Angeles Dodgers,1,9,10,657277,628711,Logan Webb,Julio Urías,2023,,,17.0,18.0
718626,2023-04-11,22,5,Progressive Field,114,Cleveland Guardians,147,New York Yankees,2,11,13,683769,543037,Hunter Gaddis,Gerrit Cole,2023,,,9.7,12.3
718618,2023-04-11,22,2,Oriole Park at Camden Yards,110,Baltimore Orioles,133,Oakland Athletics,12,8,20,680570,666205,Grayson Rodriguez,Kyle Muller,2023,,,5.0,10.7
718623,2023-04-11,22,31,PNC Park,134,Pittsburgh Pirates,117,Houston Astros,7,4,11,656605,664299,Mitch Keller,Cristian Javier,2023,,,11.7,11.0
718625,2023-04-11,22,12,Tropicana Field,139,Tampa Bay Rays,111,Boston Red Sox,7,2,9,663556,676477,Shane McClanahan,Garrett Whitlock,2023,,,12.0,0
718619,2023-04-11,22,2681,Citizens Bank Park,143,Philadelphia Phillies,146,Miami Marlins,4,8,12,605400,666200,Aaron Nola,Jesús Luzardo,2023,,,9.7,12.7
718622,2023-04-11,23,14,Rogers Centre,141,Toronto Blue Jays,116,Detroit Tigers,9,3,12,666201,666159,Alek Manoah,Matt Manning,2023,,,10.3,5.7
718621,2023-04-11,23,3289,Citi Field,121,New York Mets,135,San Diego Padres,2,4,6,656849,677960,David Peterson,Ryan Weathers,2023,,,9.0,5.0
